20130131,20130228,20130328,20130430,20130531,20130628,20130731,20130830,20130930,20131031,20131129,20131231,20140131,20140228,20140331,20140430,20140530,20140630,20140731,20140829,20140930,20141031,20141128,20141231,20150130,20150227,20150331,20150430,20150529,20150630,20150731,20150831,20150930,20151030,20151130,20151231,20160129,20160229,20160331,20160429,20160531,20160630,20160729,20160831,20160930,20161031,20161130,20161230,20170731,20170831,20170929,20171031,20171130,20171229,20180131,20180228,20180329,20180430,20180531,20180629,20180731,20180831,20180928,20181031,20181130,20181231,20190131,20190228,20190329,20190430,20190531,20190628,20190731,20190830,20190930,20191031,20191129,20191231,20200131,20200228,20200331,20200430,20200529,20200630,20200731,20200831,20200930,20201030,20201130,20201231,20210129,20210226,20210331,20210430,20210531,20210630,20210730,20210831,20210930,20211029,20211130,20211231,20220131,20220228,20220331,20220429,20220531,20220630,20220729,20220831,20220930,20221031,20221130,20221230,20230131,20230228,20230331,20230428,20230531,20230630,20230731,20230831,20230929,20231031,20231130,20231229
BAC,CMCSA,WFC,WMT,CSCO,CSCO,CSCO,CSCO,CSCO,MRK,PM,PM,AMZN,CMCSA,QCOM,ORCL,WMT,SLB,CELG,KO,GILD,GOOG,GOOG,GOOG,GOOG,GOOG,C,IBM,INTC,GOOGL,MRK,KO,CVX,INTC,KO,INTC,INTC,PEP,PM,MRK,CMCSA,PM,CMCSA,HD,BAC,MRK,INTC,CMCSA,UNH,V,V,HD,V,V,PG,BA,PG,T,VZ,CSCO,PG,VZ,INTC,CSCO,CSCO,WFC,HD,T,HD,T,CVX,UNH,VZ,UNH,MRK,MRK,MRK,MRK,KO,KO,BAC,DIS,MRK,DIS,DIS,NFLX,NFLX,NFLX,CRM,CMCSA,VZ,CMCSA,CMCSA,ADBE,XOM,XOM,CMCSA,CMCSA,NFLX,CRM,MA,ADBE,ADBE,PFE,ABBV,BAC,ABBV,LLY,ABBV,BAC,ABBV,MRK,MRK,MRK,ABBV,LLY,MRK,ABBV,CVX,CVX,MRK,MRK,ABBV,CVX,COST,MRK
WMT,INCO,GILD,PEP,WMT,PEP,PEP,PEP,PEP,PEP,WMT,CMCSA,ORCL,AMZN,DIS,PM,IBM,C,T,C,C,FB,GILD,CMCSA,C,C,HD,GOOGL,KO,KO,CVX,CVX,HD,C,INTC,DIS,DIS,CMCSA,DIS,PM,PM,CMCSA,MRK,BAC,CSCO,V,C,HD,V,C,UNH,VZ,C,C,C,PG,VZ,BA,BA,PG,CSCO,PG,PG,HD,MRK,CSCO,WFC,MRK,MRK,PFE,HD,HD,INTC,INTC,CSCO,CVX,CVX,CVX,MRK,MRK,KO,BAC,CSCO,NFLX,T,INTC,INTC,PFE,NFLX,NFLX,CMCSA,NFLX,VZ,XOM,ADBE,CMCSA,XOM,PFE,CRM,PYPL,DIS,CSCO,CVX,ABBV,AVGO,KO,LLY,KO,KO,PEP,PEP,BAC,BAC,META,BAC,PEP,AVGO,PEP,PEP,PEP,ABBV,ABBV,MRK,ABBV,MRK,ABBV
PEP,HD,COP,ORCL,ORCL,WMT,WMT,WMT,WMT,WMT,CMCSA,ORCL,QCI,DIS,CMCSA,CMCSA,HD,CMCSA,MDLZ,DIS,FB,IBM,PEP,IBM,DIS,GILD,INTC,GOOG,IBM,CMCSA,KO,MRK,GILD,HD,C,C,V,PM,CMCSA,BAC,BAC,INTC,PEP,CSCO,CMCSA,CSCO,HD,MRK,PM,PM,CMCSA,KO,CSCO,CSCO,CSCO,C,BA,PG,PG,BA,BA,MA,MA,MRK,HD,HD,BA,WFC,MA,UNH,MRK,MRK,PFE,KO,KO,PFE,WFC,PFE,PFE,PFE,PEP,PEP,BAC,CSCO,MRK,MRK,CMCSA,WMT,BAC,BAC,BAC,XOM,XOM,VZ,VZ,NFLX,PFE,CRM,CMCSA,XOM,XOM,NFLX,ABBV,KO,COST,PEP,KO,MRK,PEP,ABBV,MRK,PEP,PEP,PEP,PFE,BAC,PEP,AVGO,ABBV,COST,PEP,ADBE,COST,COST,CVX,ADBE
QCI,MCD,PM,INCO,PEP,INCO,ORCL,ORCL,ORCL,CMCSA,PEP,INCO,PM,PM,PM,QCOM,FB,ORCL,PFE,SLB,DIS,PEP,IBM,DIS,IBM,CMCSA,IBM,INTC,GOOGL,GOOG,CMCSA,HD,INTC,GILD,GILD,V,PEP,V,PEP,PEP,V,PEP,PM,CMCSA,HD,PEP,KO,KO,HD,HD,INTC,GE,CMCSA,CMCSA,BA,VZ,C,C,MA,MA,C,BA,BA,BA,KO,KO,MRK,HD,BA,MRK,INTC,INTC,MRK,CMCSA,UNH,KO,PFE,KO,CVX,PEP,CSCO,NFLX,XOM,MRK,INTC,T,MRK,CMCSA,PFE,KO,ADBE,VZ,NFLX,INTC,INTC,VZ,CSCO,NFLX,XOM,TMO,TMO,TMO,AVGO,AVGO,DIS,COST,AVGO,PEP,COST,LLY,KO,KO,META,KO,KO,AVGO,KO,KO,KO,ABBV,COST,PEP,PEP,ADBE,ABBV,CVX
CSCO,MRK,MMM,DIS,INCO,DIS,CMCSA,QCI,CMCSA,SLBA,QCI,WMT,GILD,QCI,INCO,SLB,CVS,DIS,CL,ORCL,PEP,DIS,CMCSA,ORCL,PEP,HD,GILD,GILD,GOOG,IBM,HD,CMCSA,MRK,MRK,V,MRK,MRK,MRK,MRK,V,INTC,DIS,CSCO,PM,PEP,HD,UNH,DIS,KO,KO,MRK,CSCO,KO,KO,CMCSA,ABBV,KO,KO,C,C,MA,MRK,MRK,KO,BA,MA,MA,MA,WFC,BA,KO,KO,KO,CSCO,CMCSA,WFC,KO,WFC,PEP,CMCSA,NFLX,CSCO,ADBE,XOM,CSCO,PFE,PFE,T,WMT,MRK,ABT,ADBE,ADBE,NFLX,CSCO,INTC,CRM,CSCO,PFE,PFE,COST,ACN,PEP,CSCO,KO,LLY,MRK,BAC,BAC,COST,BAC,COST,KO,BAC,AVGO,KO,PFE,COST,COST,KO,KO,COST,WMT,WMT,PEP,CRM
INCO,VISA,VZ,CSCO,HD,HD,DIS,CMCSA,SLBA,INCO,ORCL,PEP,PEP,GILD,SLB,INCO,BA,PEP,IBM,CMCSA,CMCSA,CMCSA,DIS,CSCO,HD,CSCO,CMCSA,CSCO,CSCO,HD,IBM,V,PEP,V,MRK,GILD,PM,INTC,V,CMCSA,DIS,CSCO,BAC,PEP,V,PM,CSCO,UNH,MRK,MRK,KO,CMCSA,DWDP,PEP,KO,CMCSA,MA,MA,KO,NFLX,KO,C,C,MA,MA,BA,KO,CMCSA,DIS,WFC,CMCSA,CMCSA,WFC,PFE,BA,CMCSA,CMCSA,CMCSA,CMCSA,CVX,NVDA,NVDA,NFLX,BAC,CMCSA,CMCSA,T,MRK,INTC,PEP,CRM,ABT,CSCO,T,NFLX,CRM,VZ,XOM,CSCO,CSCO,CSCO,XOM,KO,COST,CSCO,AVGO,PEP,VZ,TMO,MRK,COST,META,COST,AVGO,PEP,PFE,TMO,PFE,CRM,ADBE,ADBE,KO,ADBE,PEP,KO,AMD
SLBA,ORCL,AEC1,HD,DIS,ORCL,INCO,DIS,AMZN,CSCO,INCO,QCI,INCO,INCO,PEP,PEP,GOOG,QCOM,AGN,PEP,SLB,PM,CSCO,GILD,CMCSA,IBM,PEP,CMCSA,CMCSA,INTC,V,PEP,V,PEP,PEP,PEP,CMCSA,CSCO,CSCO,INTC,PEP,V,V,V,PM,CMCSA,DIS,CSCO,INTC,PEP,PM,DWDP,PEP,DWDP,ABBV,KO,CMCSA,MRK,MRK,KO,MRK,KO,KO,CMCSA,CMCSA,DIS,CMCSA,KO,CMCSA,CMCSA,WFC,WFC,CMCSA,PEP,WFC,CSCO,BA,CSCO,CSCO,CSCO,WMT,KO,PEP,PEP,BAC,BAC,WMT,INTC,T,T,T,T,T,PFE,CRM,CSCO,NFLX,VZ,TMO,CMCSA,CMCSA,COST,CSCO,PEP,TMO,MRK,TMO,TMO,MRK,TMO,TMO,WMT,WMT,TMO,COST,COST,COST,MCD,MCD,WMT,WMT,CSCO,CSCO,KO,CRM,BAC
CMCSA,UTX,C,CMCSA,QCI,CMCSA,HD,INCO,QCI,ORCL,DIS,DIS,WMT,PEP,AMZN,DIS,AMGN,PM,INTC,PM,PM,QCOM,WMT,PEP,ORCL,PEP,AMZN,PEP,HD,CSCO,CSCO,IBM,CSCO,CSCO,CSCO,CMCSA,C,BAC,BAC,CSCO,CSCO,BAC,DIS,DIS,IBM,C,V,PEP,PEP,INTC,CSCO,PM,DIS,BA,DWDP,DWDP,PEP,ABBV,ABBV,MRK,DIS,NVDA,DIS,DIS,PEP,PEP,DIS,DIS,KO,KO,PEP,BA,PEP,BA,PFE,PEP,CSCO,PEP,WFC,ADBE,XOM,CVX,PYPL,PFE,PEP,WMT,ABT,TMO,MRK,PFE,TMO,CRM,ABT,CSCO,PFE,PFE,KO,ABT,VZ,ABT,AVGO,ABT,TMO,ADBE,PEP,TMO,VZ,COST,AVGO,DIS,XTSLA,TMO,TMO,COST,TMO,TMO,CSCO,TMO,PFE,MCD,BAC,WMT,KO,CSCO,WMT,PEP
HD,C,EBAY,QCI,CMCSA,QCI,QCI,HD,INCO,QCI,SLBA,CSCO,DIS,SLBA,WMT,WMT,AXP,GILD,EMR,FB,CSCO,HD,ORCL,HD,CSCO,AMZN,CSCO,HD,PEP,PEP,PEP,INTC,IBM,PM,PM,CSCO,CSCO,GILD,IBM,C,C,MO,IBM,IBM,DIS,DIS,PEP,V,DIS,CSCO,DWDP,PEP,PM,PM,PEP,MA,PM,DIS,NVDA,DIS,CMCSA,CMCSA,NVDA,C,DIS,CMCSA,PEP,PEP,PEP,PEP,BA,PEP,BA,WFC,PEP,BA,PEP,C,BA,NVDA,CMCSA,WMT,KO,CMCSA,WMT,PEP,PEP,ABT,PEP,INTC,PFE,CVX,KO,ABT,KO,KO,INTC,KO,INTC,ACN,ACN,CRM,CMCSA,VZ,LLY,WMT,ABT,AVGO,MCD,AVGO,WMT,MCD,AVGO,WMT,WMT,CSCO,WMT,WMT,CSCO,CSCO,CRM,TMO,CRM,CRM,NFLX,KO
AMZN,COP,MRK,MCD,AMZN,AMZN,AMZN,SLBA,HD,DIS,HD,SLBA,CSCO,WMT,CSCO,GILD,ORCL,CSCO,MRK,QCOM,QCOM,SLB,PM,WMT,AMZN,ORCL,ORCL,ORCL,ORCL,V,INTC,CSCO,PM,CMCSA,CMCSA,PM,MO,MO,ORCL,IBM,IBM,UNH,UNH,C,C,UNH,IBM,IBM,CSCO,ORCL,PEP,ORCL,GE,DIS,PM,PM,DIS,DWDP,NFLX,PEP,PEP,DIS,NFLX,PEP,C,ABBV,C,C,NFLX,C,MCD,C,C,MCD,WMT,WMT,C,BA,ADBE,NFLX,ADBE,ADBE,CMCSA,ABBV,KO,ABT,KO,KO,KO,CRM,MRK,ABBV,PFE,CRM,T,ABT,PEP,INTC,ABT,PEP,ABT,PEP,CRM,TMO,ADBE,CSCO,COST,ABT,ACN,MCD,AVGO,DIS,CSCO,CSCO,MCD,WMT,MCD,BAC,WMT,CRM,TMO,CRM,TMO,MCD,ACN,WMT
MCD,BAC,UPS,SLBA,SLBA,MCD,SLBA,AMZN,DIS,HD,GILD,HD,SLBA,CSCO,HD,CSCO,MO,AMZN,LMT,CSCO,ORCL,ORCL,HD,V,WMT,WMT,WMT,PM,V,ORCL,AMGN,PM,CMCSA,ORCL,ORCL,AGN,GILD,ORCL,GILD,ORCL,UNH,IBM,MO,UNH,UNH,IBM,PM,PM,ORCL,DIS,DIS,DIS,ABBV,ABBV,DIS,PEP,ABBV,CMCSA,DWDP,DWDP,DWDP,DWDP,CMCSA,WMT,MCD,MCD,NFLX,NFLX,C,NFLX,NFLX,NFLX,MCD,WMT,MCD,C,WMT,WMT,C,WFC,ABT,CMCSA,WMT,KO,ABT,KO,BAC,PEP,ABT,WMT,WMT,AVGO,CVX,KO,ABT,T,ABT,TMO,PEP,MRK,PEP,ABBV,ABT,ABT,VZ,DIS,DIS,MCD,VZ,WMT,DIS,AVGO,MCD,MCD,CSCO,MCD,BAC,CRM,AMD,PFE,MCD,MCD,MCD,LIN,BAC,ACN
DIS,OXY,BAC,AMZN,MCD,SLBA,MCD,MCD,VISA,GILD,CSCO,GILD,VISA,HD,V,AMZN,C,WMT,GOOGL,HD,HD,CSCO,AMZN,PM,PM,V,V,V,PM,PM,PM,AGN,ORCL,IBM,IBM,IBM,ORCL,IBM,C,UNH,ORCL,ORCL,AMGN,MO,AMGN,MO,MO,MO,BA,BA,ORCL,MRK,BA,MRK,MRK,DIS,DWDP,PEP,DIS,CMCSA,NVDA,NFLX,PEP,ORCL,ABBV,WMT,MCD,MCD,MCD,MCD,C,MCD,WMT,ABT,C,MCD,ABT,ADBE,WMT,WMT,CVX,ABT,CVX,WMT,XOM,CSCO,TMO,BAC,ABBV,ABT,XOM,CSCO,PEP,PEP,PEP,PEP,NKE,PEP,KO,CVX,CVX,KO,COST,CMCSA,ACN,ABT,CMCSA,CSCO,ADBE,CSCO,MCD,CSCO,ABT,ABT,DIS,DIS,CRM,CSCO,TMO,BAC,CSCO,ACN,BAC,ACN,MCD,NFLX
VISA,GILD,BA,VISA,VISA,VISA,GILD,GILD,GILD,VISA,VISA,VISA,HD,VISA,GILD,HD,BMY,FB,NEE,AMZN,AMZN,AMGN,V,QCOM,V,PM,AMGN,WMT,ACT,AGN,AGN,ORCL,UNH,AGN,AGN,AMGN,AMGN,C,MO,MO,MO,C,C,ORCL,MO,ORCL,ORCL,SLB,AMGN,AMGN,ABBV,ABBV,MRK,GE,ORCL,ORCL,MRK,ORCL,CMCSA,NVDA,NFLX,PEP,DWDP,MCD,WMT,C,WMT,WMT,ABT,WMT,WMT,WMT,ABT,C,ABT,ABT,ADBE,ABT,CRM,CRM,BMY,PYPL,ABT,CRM,CRM,TMO,CSCO,MCD,TMO,ABBV,PEP,KO,MRK,CVX,CVX,CVX,TMO,ACN,ACN,VZ,PYPL,CMCSA,ACN,WFC,CMCSA,VZ,ADBE,ACN,DIS,ACN,ABT,ACN,ACN,DHR,ABT,WFC,DIS,ABT,BAC,TMO,PFE,PFE,ACN,NFLX,LIN,MCD
UTX,AEC1,WMT,AMGN,GILD,UTX,VISA,VISA,MCD,MCD,MCD,MCD,FB,FB,FB,V,UNH,HD,GOOG,WMT,WMT,WMT,AMGN,AMGN,AMGN,QCOM,PM,SLB,AMGN,CVS,ORCL,CVS,CVS,AMGN,AMGN,ORCL,MCD,AGN,UNH,GILD,BMY,BMY,ORCL,AMGN,MDT,MDT,SLB,ORCL,MCD,MCD,BA,BA,ORCL,WMT,MA,MRK,NVDA,NVDA,PEP,ABBV,ORCL,ABBV,ORCL,PM,ORCL,ABT,ABT,ABT,WMT,ADBE,ABT,ABT,ADBE,MDT,MDT,MDT,MDT,MDT,MCD,BA,CRM,CRM,ABBV,CVX,ABBV,XOM,MCD,COST,CSCO,CSCO,CSCO,PFE,CRM,ABBV,ABBV,ABBV,ABBV,ABBV,WMT,KO,NKE,CVX,VZ,CRM,WMT,ACN,CSCO,CMCSA,ABT,ABT,DHR,WFC,WFC,ACN,WFC,ABT,ACN,DIS,ACN,ACN,ACN,BAC,CMCSA,BAC,AMD,INTC
OXY,QCI,MA,GILD,UTX,GILD,UTX,UTX,UTX,BA,UTX,UTX,UTX,UTX,UTX,FB,HON,V,DTV,V,AMGN,V,QCOM,AMZN,CVS,AMGN,ACT,AMGN,WMT,AMGN,CVS,AMGN,AGN,MO,MO,BMY,AGN,UNH,CVS,BMY,GILD,MDT,BMY,MDT,ORCL,SLB,AMGN,AMGN,MO,MA,AMGN,MA,MMM,ORCL,WMT,NVDA,ORCL,NFLX,ORCL,ORCL,ABBV,ORCL,ABBV,NFLX,AMGN,AMGN,ORCL,PM,PM,ORCL,ADBE,ADBE,NFLX,ADBE,ADBE,CRM,MCD,BMY,MDT,MCD,COST,BMY,CRM,ABT,TMO,ABBV,COST,CSCO,COST,TMO,KO,MRK,ABBV,WMT,WMT,TMO,ACN,NKE,AVGO,AVGO,VZ,PYPL,WFC,AMD,ABT,ADBE,ACN,ADBE,DHR,ADBE,CSCO,ABT,DIS,NEE,ACN,LIN,ADBE,LIN,ADBE,NFLX,ABT,CMCSA,LIN,PFE,CSCO,TMO
COP,UPS,PEP,UTX,BMY,AMGN,AMGN,AMGN,COP,UTX,BA,BA,MCD,MCD,MCD,MCD,CMCSA,COP,BAC,AMGN,V,AMZN,SLB,CVS,SLB,CVS,CVS,QCOM,SLB,UNH,ABBV,UNH,BLKFDS,UNH,BMY,MO,IBM,MDT,MCD,AMGN,AMGN,AMGN,MDT,SLB,SLB,WMT,WMT,MMM,IBM,MO,MA,MMM,WMT,MA,MMM,MMM,IBM,MCD,MCD,PM,PM,WMT,IBM,NVDA,PM,DWDP,DWDP,ORCL,ORCL,ABT,ORCL,ORCL,MDT,CRM,CRM,ADBE,CRM,MCD,ABT,C,MCD,AMGN,MCD,TMO,CVX,MCD,NKE,ABBV,CVX,NKE,AVGO,WMT,AVGO,MRK,WFC,NKE,T,DHR,COST,COST,DHR,LLY,MRK,ACN,CRM,MCD,MCD,DIS,CSCO,VZ,ACN,BMY,DHR,VZ,VZ,ACN,LIN,ACN,ABT,ABT,LIN,NFLX,PFE,TMO,TMO,CSCO
MO,MA,MON,COP,AMGN,COP,COP,COP,AMGN,COP,COP,FB,AMGN,AMGN,AMGN,UTX,GS,MCD,BLK,COP,UNP,UNP,ABBV,SLB,MO,MO,QCOM,CVS,CVS,ABBV,UNH,ABBV,MO,CVS,MCD,UNH,UNH,MCD,AMGN,MCD,MDT,WMT,SLB,WMT,WMT,AMGN,MMM,WMT,MMM,IBM,MCD,MCD,MA,MMM,NVDA,IBM,MMM,WMT,PM,BLKFDS,AMGN,AMGN,WMT,AMGN,DWDP,MDT,IBM,ADBE,ADBE,PM,PYPL,PYPL,ORCL,COST,IBM,COST,AMGN,CRM,NFLX,BMY,MDT,MCD,TMO,AMGN,MCD,CVX,ABBV,NKE,NKE,AVGO,ABBV,PEP,WMT,WFC,AVGO,MRK,AVGO,LLY,CVX,NKE,KO,VZ,PYPL,LLY,MRK,CMCSA,WMT,WMT,WMT,DHR,VZ,DHR,BMY,LIN,DHR,VZ,ABT,ADBE,NFLX,LIN,NFLX,LIN,ABT,CMCSA,INTC,LIN
AMGN,UNH,ORCL,MO,COP,BMY,CVS,UNH,BA,AMGN,MMM,MMM,BA,BA,CVS,COP,QCOM,UTX,C,UNP,COP,ABBV,CVS,UNP,UNP,MDT,UNH,ACT,QCOM,WMT,WMT,MO,AMGN,BMY,UNH,MCD,CVS,CVS,WMT,SLB,WMT,GILD,WMT,MMM,MMM,MA,MCD,ABBV,MA,MMM,IBM,IBM,MCD,MCD,IBM,AMGN,WMT,PM,ADBE,WMT,WMT,MDT,AMGN,DWDP,MDT,NFLX,ADBE,IBM,IBM,PYPL,MDT,MDT,IBM,NFLX,COST,AMGN,NFLX,NVDA,BMY,ABT,AMGN,TMO,BMY,LLY,AMGN,COST,AMGN,DHR,QCOM,XOM,QCOM,TMO,TMO,AVGO,MRK,AVGO,CVX,WMT,DHR,WMT,ABBV,NKE,WMT,INTC,INTC,INTC,INTC,DHR,CRM,NEE,NEE,CRM,LIN,DIS,CMCSA,CRM,TXN,CMCSA,LIN,ORCL,CMCSA,ORCL,ORCL,ABT,ORCL,ABT
GS,ABT,KTF,ABBV,OXY,UNP,MMM,MMM,MMM,BMY,AMGN,BMY,BMY,BMY,COP,BA,DD,UNP,PX,CVS,MCD,MMM,UNP,MMM,MMM,UNH,MDT,UNH,UNH,BMY,MDT,MDT,WMT,MCD,MDT,CVS,MDT,AMGN,BMY,MDT,MCD,SLB,MMM,GILD,GILD,QCOM,MDT,MCD,WMT,ABBV,MMM,AMGN,IBM,MO,GE,WMT,NFLX,IBM,GE,MCD,MMM,ADBE,MDT,MO,ABT,ORCL,ABBV,CRM,MDT,UNP,UNP,HON,PM,PYPL,ACN,PM,BMY,AMGN,NVDA,MDT,NEE,COST,AMGN,MCD,COST,ACN,AVGO,NEE,MCD,QCOM,NKE,NKE,ACN,TMO,TMO,WMT,WMT,AVGO,T,WFC,QCOM,INTC,INTC,MRK,WFC,CRM,WFC,CRM,CMCSA,WFC,WFC,COP,NEE,WFC,ADBE,DHR,DHR,VZ,CMCSA,AMD,AMD,ABT,NFLX,ORCL,ABT,WFC
EBAY,SLBA,QCI,OXY,AEC1,OXY,UNH,UNP,BMY,MMM,BMY,COP,MMM,CVS,BA,MMM,SLB,ABBV,CB,MCD,CVS,CVS,MMM,ABBV,QCOM,SLB,BMY,MDT,ABBV,SLB,BMY,WMT,BMY,MDT,CVS,MDT,WMT,WMT,AGN,CVS,SLB,MMM,ABBV,ABBV,ABBV,MMM,QCOM,MA,MDT,WMT,MO,WMT,MO,IBM,MCD,NFLX,MCD,GE,IBM,AMGN,IBM,MCD,ADBE,MDT,NFLX,MMM,PM,UNP,PYPL,HON,PM,PM,PYPL,AMGN,PYPL,NFLX,NVDA,NFLX,COST,PM,LLY,MDT,COST,ACN,ACN,AMGN,XOM,AVGO,AVGO,COST,LLY,LLY,TXN,ACN,ACN,ACN,MRK,COST,ABBV,ABBV,WMT,DHR,QCOM,QCOM,DHR,WFC,DHR,BMY,WFC,CMCSA,BMY,VZ,VZ,ADBE,CRM,CMCSA,VZ,NKE,ORCL,CMCSA,ORCL,DHR,AMD,AMD,CMCSA,CMCSA
CAT,BA,F,CVS,UNP,AEC1,UNP,CVS,OXY,OXY,CVS,MA,CVS,MMM,BMY,UNP,MDLZ,AMGN,SLB,UTX,ABBV,BMY,MO,BMY,UNH,MMM,SLB,BMY,MDT,MDT,MO,BMY,MDT,SLB,MMM,ABBV,BMY,BMY,MDT,WMT,CVS,MCD,GILD,MCD,QCOM,GILD,ABBV,MDT,ABBV,MDT,WMT,NVDA,AMGN,AMGN,AMGN,MCD,MO,AMGN,AMGN,ADBE,MCD,MMM,MCD,ABT,ADBE,ADBE,AMGN,DWDP,CRM,CRM,HON,IBM,UNP,ACN,HON,HON,COST,ACN,PYPL,PYPL,TMO,LLY,MDT,COST,NEE,MDT,ACN,QCOM,XOM,ACN,CVX,ACN,NKE,MDT,TXN,WFC,LLY,T,WFC,LLY,INTC,WMT,LLY,WMT,MCD,BMY,LIN,PM,NEE,CRM,CRM,NEE,COP,PM,PM,TXN,AMD,PM,DIS,DIS,WFC,AMD,DHR,INTC,PFE,INTU
MMM,-,DUK,UNP,MO,MO,ABBV,OXY,UNH,ABBV,AEC1,AMGN,UNP,AEC1,MMM,CVS,INTC,MMM,DAL,MMM,MMM,MO,BMY,UTX,MDT,UNP,MMM,ABBV,BMY,QCOM,SLB,SLB,MCD,MA,MA,MA,MMM,MMM,MMM,MMM,MMM,CVS,MCD,CVS,MCD,MCD,MA,BMY,CELG,GILD,CELG,MO,NVDA,NVDA,MO,GE,GE,MMM,WMT,IBM,MDT,IBM,ABT,ADBE,MMM,LLY,MDT,MDT,UNP,AVGO,CRM,UNP,HON,ORCL,ORCL,PYPL,ABBV,PM,NEE,ABBV,PM,ABBV,LLY,BMY,BMY,BMY,MDT,ACN,ACN,CVX,NEE,TXN,MCD,MCD,MCD,LLY,COST,MRK,MRK,INTC,LLY,QCOM,MCD,MCD,AMD,LIN,AMD,INTC,TXN,TXN,TXN,ADBE,TXN,BMY,LIN,PM,CMCSA,DHR,TXN,TXN,DHR,WFC,WFC,DIS,DIS,ORCL
CVS,DIS,EMC,MMM,GS,CVS,BA,BA,UNP,CVS,MA,CVS,COP,UNP,UNP,AMGN,MON,CVS,GILD,ABBV,MO,UNH,UNH,MO,BMY,UTX,BIIB,MMM,MMM,MMM,QCOM,CELG,ABBV,ABBV,SLB,WMT,SLB,SLB,MA,ABBV,ABBV,ABBV,AGN,BMY,MA,ABBV,GILD,QCOM,HON,CELG,HON,HON,HON,HON,HON,MO,AMGN,ADBE,MMM,GE,ADBE,PM,PM,ABBV,BLKFDS,AVGO,UNP,AMGN,DWDP,IBM,ACN,ACN,ACN,IBM,TXN,NVDA,PM,ABBV,ACN,COST,ABBV,ACN,ACN,AVGO,MDT,NKE,DHR,XOM,MDT,MCD,COST,MDT,WFC,NKE,NKE,TXN,WFC,WFC,NKE,DHR,WFC,MCD,NKE,DHR,UNP,DHR,BMY,NEE,QCOM,QCOM,LIN,LIN,CMCSA,CMCSA,NKE,ADBE,NEE,WFC,WFC,WFC,TXN,DIS,INTC,VZ,INTU,DIS
USB,KTF,SPG,AEC1,CVS,BA,OXY,AEC1,AIG,AIG,ABBV,ABBV,AEC1,COP,AXP,ABBV,PEP,AXP,NSC,MO,UTX,MCD,MCD,UNH,UTX,BMY,MO,MO,MO,MO,CELG,QCOM,MA,MMM,ABBV,CELG,SBUX,ABBV,SLB,MA,MA,AGN,CVS,MA,CVS,CVS,BMY,GILD,PCLN,HON,NVDA,MDT,AVGO,MDT,NFLX,HON,MDT,HON,MDT,MMM,HON,HON,MMM,MMM,UNP,CRM,MMM,MMM,MMM,MDT,ABBV,CRM,COST,HON,PM,TMO,HON,TMO,PM,NEE,PYPL,PM,NEE,MDT,LIN,AVGO,NEE,MDT,TXN,MDT,MCD,QCOM,MDT,TXN,MDT,COST,DHR,CVX,LLY,MCD,AMD,MRK,NFLX,NKE,QCOM,NKE,PM,T,BMY,PM,COP,TXN,ADBE,TXN,NFLX,NKE,NFLX,NEE,DHR,DHR,DIS,TXN,COP,WFC,WFC,PFE
UNP,DUK,HD,BMY,MMM,MMM,BMY,AIG,ABBV,AEC1,OXY,AEC1,ABBV,ABBV,ABBV,BMY,CSCO,BA,CMCSA,BA,BA,UTX,UTX,MCD,BA,BA,BLKFDS,UTX,UTX,BIIB,MMM,MCD,MMM,CELG,BA,MMM,ABBV,SBUX,ABBV,HON,AGN,HON,MA,AGN,AGN,BMY,CELG,CELG,GILD,AVGO,GILD,AVGO,MDT,UNP,MDT,BMY,HON,MDT,UNP,MDT,GE,ABT,BLKFDS,UNP,IBM,PM,CRM,ABBV,AVGO,ABBV,IBM,TMO,CRM,SBUX,NKE,ORCL,ACN,COST,AMGN,AMGN,WFC,ORCL,NKE,NKE,DHR,NEE,BMY,CVX,NEE,NEE,ACN,MCD,COST,COST,COST,MCD,MCD,MDT,MCD,T,MRK,WFC,T,NFLX,NKE,QCOM,TXN,WFC,AMD,BMY,CMCSA,AMGN,PM,NKE,TXN,BMY,PM,TXN,VZ,VZ,PM,INTU,DIS,COP,VZ,QCOM
GILD,AMZN,ACN,GS,ABBV,USB,GS,BMY,AEC1,MO,UNH,UNP,MA,BIIB,UNH,MO,TWX,MO,GIS,UNH,BMY,COP,CELG,CELG,ABBV,CELG,BA,BA,BIIB,UTX,MCD,MMM,SLB,BA,WMT,BA,MA,MA,SBUX,AGN,HON,MA,QCOM,QCOM,BMY,HON,BA,BA,AVGO,NVDA,MDT,BMY,BMY,AVGO,GILD,MDT,ADBE,MO,HON,UNP,UNP,UNP,HON,HON,LLY,IBM,LLY,LLY,ABBV,ACN,TMO,COST,TXN,TXN,NFLX,IBM,PYPL,PYPL,IBM,TMO,ORCL,NEE,UNP,NEE,AVGO,QCOM,CVX,TXN,HON,TXN,TXN,WFC,C,DHR,C,DHR,MDT,MCD,TXN,TXN,MCD,NEE,DHR,T,TXN,TXN,QCOM,LIN,LIN,UPS,ADBE,PM,CRM,RTX,BMY,RTX,NKE,ORCL,NEE,PM,INTC,PM,AMGN,AMGN,DHR,VZ
